Location,HealthcareName,ServiceType
Dunnville,Grandview Lodge / Dunnville,Long-Term Care Home
Ottawa,Granite Ridge Care Community,Long-Term Care Home
Stratford,Greenwood Court,Long-Term Care Home
Markdale,Grey Gables Home for the Aged,Long-Term Care Home
Barrie,Grove Park Home For Senior Citizens,Long-Term Care Home
Renfrew,Groves Park Lodge,Long-Term Care Home
Prince Edward,H.J. McFarland Memorial Home,Long-Term Care Home
Prince Edward,Hallowell House,Long-Term Care Home
Hamilton,Hamilton Continuing Care,Long-Term Care Home
Burlington,Hampton Terrace Care Centre,Long-Term Care Home
Hanover,Hanover Care Centre,Long-Term Care Home
Brantford,Hardy Terrace,Long-Term Care Home
Toronto,Harmony Hills Care Community,Long-Term Care Home
Toronto,Harold and Grace Baker Centre,Long-Term Care Home
Bancroft,Hastings Centennial Manor,Long-Term Care Home
Belleville,Hastings Manor Home for the Aged,Long-Term Care Home
Brampton,Hawthorn Woods Care Community,Long-Term Care Home
Toronto,Hawthorne Place Care Centre,Long-Term Care Home
Cornwall,Heartwood,Long-Term Care Home
St. Catharines,Heidehof Long Term Care Home,Long-Term Care Home
Amherstview,Helen Henderson Nursing Home,Long-Term Care Home
Toronto,Hellenic Care for Seniors (Toronto),Long-Term Care Home
Toronto,Hellenic Home - Scarborough,Long-Term Care Home
London,Henley Place,Long-Term Care Home
Hamilton,Heritage Green Nursing Home,Long-Term Care Home
Windsor,Heron Terrace Long Term Care Community,Long-Term Care Home
Haliburton,Highland Wood,Long-Term Care Home
Midland,Hillcrest Village Care Centre,Long-Term Care Home
Ottawa,Hillel Lodge (The Bess and Moe Greenberg Family),Long-Term Care Home
Oshawa,Hillsdale Estates,Long-Term Care Home
Oshawa,Hillsdale Terraces,Long-Term Care Home
Stratford,Hillside Manor,Long-Term Care Home
Merrickville,Hilltop Manor Nursing Home (Merrickville),Long-Term Care Home
Thunder Bay,Hogarth Riverview Manor,Long-Term Care Home
Port Hope,Hope Street Terrace,Long-Term Care Home
Hornepayne,Hornepayne Community Hospital,Long-Term Care Home
Toronto,Humber Valley Terrace,Long-Term Care Home
Windsor,Huron Lodge Long Term Care Home,Long-Term Care Home
Brussels,Huronlea Home for the Aged,Long-Term Care Home
Clinton,Huronview Home for the Aged,Long-Term Care Home
Minden,Hyland Crest,Long-Term Care Home
Hamilton,Idlewyld Manor,Long-Term Care Home
Essex,Iler Lodge,Long-Term Care Home
Toronto,Ina Grafton Gage Home,Long-Term Care Home
Barrie,IOOF Seniors Home,Long-Term Care Home
Ohsweken,Iroquois Lodge Nursing Home,Long-Term Care Home
Toronto,Isabel and Arthur Meighen Manor,Long-Term Care Home
Toronto,Ivan Franko Home (Etobicoke),Long-Term Care Home
Brantford,John Noble Home,Long-Term Care Home
Kemptville,Kemptville District Hospital,Long-Term Care Home
Toronto,Kennedy Lodge,Long-Term Care Home
London,Kensington Village,Long-Term Care Home
Prince Edward,Kentwood Park,Long-Term Care Home
Grimsby,Kilean Lodge,Long-Term Care Home
King City,King City Lodge Nursing Home,Long-Term Care Home
Caledon,King Nursing Home,Long-Term Care Home
Saint Marys,Kingsway Lodge Nursing Home,Long-Term Care Home
Toronto,Kipling Acres,Long-Term Care Home
Milverton,Knollcrest Lodge,Long-Term Care Home
Vaughan,Kristus Darzs Latvian Home,Long-Term Care Home
Toronto,Labdara Lithuanian Nursing Home,Long-Term Care Home
Wawa,Lady Dunn Health Centre (Wawa),Long-Term Care Home
Parry Sound,Lakeland Long Term Care (Eldcap),Long-Term Care Home
Parry Sound,Lakeland Long Term Care Services,Long-Term Care Home
Toronto,Lakeshore Lodge,Long-Term Care Home
Toronto,Lakeside Long Term Care Centre,Long-Term Care Home
Beaverton,Lakeview Manor,Long-Term Care Home
Petrolia,Lambton Meadowview Villa,Long-Term Care Home
Kitchener,Lanark Heights Long Term Care Centre,Long-Term Care Home
Perth,Lanark Lodge,Long-Term Care Home
Richmond Hill,Langstaff Square Care Community,Long-Term Care Home
Guelph,LaPointe-Fisher Nursing Home,Long-Term Care Home
Orillia,Leacock Care Centre,Long-Term Care Home
Leamington,Leamington Mennonite Home Long Term Care Residence,Long-Term Care Home
Owen Sound,Lee Manor Home,Long-Term Care Home
Napanee,Lennox and Addington County General Hospital,Long-Term Care Home
St. Catharines,Linhaven,Long-Term Care Home
Ottawa,Longfields Manor,Long-Term Care Home
Hamilton,Macassa  Lodge,Long-Term Care Home
Richmond Hill,Mackenzie Health Long Term Care Facility,Long-Term Care Home
Newmarket,MacKenzie Place,Long-Term Care Home
Ottawa,Madonna Care Community,Long-Term Care Home
Toronto,Main Street Terrace,Long-Term Care Home
Goderich,Maitland Manor,Long-Term Care Home
Mississauga,Malton Village Long Term Care Centre,Long-Term Care Home
Little Current,Manitoulin Centennial Manor Home for the Aged,Long-Term Care Home
Gore Bay,Manitoulin Lodge,Long-Term Care Home
Ottawa,Manoir Marochel,Long-Term Care Home
Brampton,Maple Grove Care Community,Long-Term Care Home
Tillsonburg,Maple Manor Nursing Home,Long-Term Care Home
Fort Erie,Maple Park Lodge,Long-Term Care Home
Owen Sound,Maple View,Long-Term Care Home
Athens,Maple View Lodge,Long-Term Care Home
Burlington,Maple Villa Long Term Care Centre,Long-Term Care Home
Brighton,Maplewood,Long-Term Care Home
Pembroke,Marianhill Nursing Home,Long-Term Care Home
Richmond Hill,Mariann Home,Long-Term Care Home
Markham,Markhaven,Long-Term Care Home
Sarnia,Marshall Gowland Manor,Long-Term Care Home
Sault Ste. Marie,Mauno Kaihla Koti,Long-Term Care Home
Maxville,Maxville Manor,Long-Term Care Home
Toronto,Maynard Nursing Home,Long-Term Care Home
Toronto,McCall Centre Long Term Care Interim Unit,Long-Term Care Home
London,McCormick Home,Long-Term Care Home
London,McGarrell Place,Long-Term Care Home
London,Meadow Park (London),Long-Term Care Home
Chatham-Kent,Meadow Park Nursing Home (Chatham),Long-Term Care Home
Meaford,Meaford Long Term Care - a peopleCare Community,Long-Term Care Home
St. Catharines,Mennonite Brethren Senior Citizens Home,Long-Term Care Home
Delaware,Middlesex Terrace,Long-Term Care Home
Toronto,Midland Gardens Care Community,Long-Term Care Home
Barrie,Mill Creek Care Centre,Long-Term Care Home
Niagara Falls,Millennium Trail Manor,Long-Term Care Home
Pembroke,Miramichi Lodge,Long-Term Care Home
Mississauga,Mississauga Long Term Care Facility,Long-Term Care Home
Mitchell,Mitchell Nursing Home,Long-Term Care Home
Tweed,Moira Place Long-Term Care Home,Long-Term Care Home
Toronto,Mon Sheong Home for the Aged,Long-Term Care Home
Richmond Hill,Mon Sheong Richmond Hill Long Term Care Centre,Long-Term Care Home
Toronto,Mon Sheong Scarborough Long Term Care Centre,Long-Term Care Home
Ottawa,Montfort,Long-Term Care Home
Puslinch,Morriston Park Nursing Home,Long-Term Care Home
London,Mount Hope Centre for Long Term Care,Long-Term Care Home
Burlington,Mount Nemo Christian Nursing Home,Long-Term Care Home
Huntsville,Muskoka Landing,Long-Term Care Home
Gravenhurst,Muskoka Shores Care Community,Long-Term Care Home
Welland,"Niagara Health System, Welland Hospital Site, Extended Care Unit",Long-Term Care Home
St. Catharines,Niagara Ina Grafton Gage Village,Long-Term Care Home
Nipigon,Nipigon District Memorial Hospital,Long-Term Care Home
Corbeil,Nipissing Manor Nursing Care Center,Long-Term Care Home
Toronto,Nisbet Lodge,Long-Term Care Home
New Hamburg,Nithview Home,Long-Term Care Home
Toronto,Norfinch Care Community,Long-Term Care Home
Kapuskasing,North Centennial Manor,Long-Term Care Home
Lambton Shores,North Lambton Lodge,Long-Term Care Home
Toronto,North Park Nursing Home,Long-Term Care Home
Deep River,North Renfrew Long-Term Care Services,Long-Term Care Home
Blind River,North Shore Health Network - Eldcap Unit,Long-Term Care Home
Blind River,North Shore Health Network - LTC Unit,Long-Term Care Home
Port Colborne,Northland Pointe,Long-Term Care Home
Oakville,Northridge,Long-Term Care Home
Englehart,Northview Nursing Home,Long-Term Care Home
Red Lake,Northwood Lodge,Long-Term Care Home
Simcoe,Norview Lodge,Long-Term Care Home
Toronto,Norwood Nursing Home,Long-Term Care Home
Orillia,Oak Terrace,Long-Term Care Home
Niagara Falls,Oakwood Park Lodge,Long-Term Care Home
Southwold,Oneida Nation of the Thames Long-Term Care Home (Tsi' Nu: yoyantle' Na' Tuhuwatisni),Long-Term Care Home
Hamilton,Orchard Terrace Care Centre,Long-Term Care Home
Pickering,Orchard Villa,Long-Term Care Home
Barrie,Owen Hill Care Community,Long-Term Care Home
Cornwall,Parisien Manor,Long-Term Care Home
Brant,Park Lane Terrace,Long-Term Care Home
Whitchurch-Stouffville,Parkview Home Long-Term Care,Long-Term Care Home
Chesley,Parkview Manor Health Care Centre,Long-Term Care Home
Hamilton,Parkview Nursing Centre,Long-Term Care Home
Waterloo,Parkwood Mennonite Home,Long-Term Care Home
Brampton,Peel Manor,Long-Term Care Home
Kitchener,peopleCare A.R. Goudie Kitchener,Long-Term Care Home
Cambridge,peopleCare Hilltop Manor Cambridge,Long-Term Care Home
London,peopleCare Oakcrossing London,Long-Term Care Home
Tavistock,peopleCare Tavistock,Long-Term Care Home
Perth,Perth Community Care Centre,Long-Term Care Home
Ottawa,Peter D. Clark Centre,Long-Term Care Home
Northbrook,Pine Meadow Nursing Home,Long-Term Care Home
Hamilton,Pine Villa Nursing Home,Long-Term Care Home
Kenora,Pinecrest (Kenora),Long-Term Care Home
Plantagenet,Pinecrest (Plantagenet),Long-Term Care Home
Lucknow,Pinecrest Manor,Long-Term Care Home
Kawartha Lakes,Pinecrest Nursing Home (Bobcaygeon),Long-Term Care Home
Waterloo,Pinehaven Nursing Home,Long-Term Care Home
Greater Sudbury,Pioneer Manor,Long-Term Care Home
Thunder Bay,Pioneer Ridge,Long-Term Care Home
Niagara-on-the-Lake,Pleasant Manor Retirement Village,Long-Term Care Home
Norwood,Pleasant Meadow Manor,Long-Term Care Home
Port Perry,Port Perry Place,Long-Term Care Home
Oakville,Post Inn Village,Long-Term Care Home
Dryden,Princess Court,Long-Term Care Home
Toronto,Providence Healthcare,Long-Term Care Home
Kingston,Providence Manor,Long-Term Care Home
Hamilton,Queen's Garden,Long-Term Care Home
Lakeside,Queensway Long Term Care Home,Long-Term Care Home
Niagara Falls,R. H. Lawson Eventide Home,Long-Term Care Home
Rainy River,Rainy River Health Centre,Long-Term Care Home
Fort Frances,Rainycrest,Long-Term Care Home
Uxbridge,ReachView Village,Long-Term Care Home
Port Hope,Regency Long Term Care Home,Long-Term Care Home
Windsor,Regency Park Long Term Care Home,Long-Term Care Home
Hamilton,Regina Gardens,Long-Term Care Home
Hawkesbury,Residence Prescott et Russell,Long-Term Care Home
Ottawa,Residence Saint-Louis,Long-Term Care Home
Amherstburg,Richmond Terrace,Long-Term Care Home
Kingston,Rideaucrest Home,Long-Term Care Home
Hamilton,Ridgeview,Long-Term Care Home
Mitchell,Ritz Lutheran Villa,Long-Term Care Home
Georgina,River Glen Haven Nursing Home,Long-Term Care Home
Cambridge,Riverbend Place,Long-Term Care Home
Windsor,Riverside Place,Long-Term Care Home
Chatham-Kent,Riverview Gardens,Long-Term Care Home
Peterborough,Riverview Manor Nursing Home,Long-Term Care Home
Barrie,Roberta Place,Long-Term Care Home
Toronto,Rockcliffe Care Community,Long-Term Care Home
Durham,Rockwood Terrace Home for the Aged,Long-Term Care Home
Toronto,Rose of Sharon Korean Long Term Care,Long-Term Care Home
Jasper,Rosebridge Manor,Long-Term Care Home
Matheson,Rosedale Centre,Long-Term Care Home
Ottawa,Royal Ottawa Place,Long-Term Care Home
Welland,Royal Rose Place,Long-Term Care Home
Palmerston,Royal Terrace,Long-Term Care Home
Cambridge,Saint Luke's Place,Long-Term Care Home
Cornwall,Sandfield Place,Long-Term Care Home
Manitouwadge,Santé Manitouwadge Health,Long-Term Care Home
Elmvale,Sara Vista,Long-Term Care Home
Ottawa,Sarsfield Colonial Home,Long-Term Care Home
Huron East,Seaforth Long Term Care Home,Long-Term Care Home
Ingersoll,Secord Trails Care Community,Long-Term Care Home
Toronto,Seniors' Health Centre,Long-Term Care Home
Toronto,Seven Oaks,Long-Term Care Home
Grimsby,Shalom Manor Long Term Care Home,Long-Term Care Home
Hamilton,Shalom Village Nursing Home,Long-Term Care Home
Shelburne,Shelburne Long Term Care Home,Long-Term Care Home
Toronto,Shepherd Lodge,Long-Term Care Home
Toronto,Sherbourne Place,Long-Term Care Home
Mississauga,Sheridan Villa,Long-Term Care Home
Vaughan,Sherwood Court Long Term Care Centre,Long-Term Care Home
Brockville,Sherwood Park Manor,Long-Term Care Home
Mississauga,Silverthorn Care Community,Long-Term Care Home
New Tecumseth,Simcoe Manor Home for the Aged,Long-Term Care Home
Smooth Rock Falls,Smooth Rock Falls Hospital,Long-Term Care Home
Iroquois Falls,South Centennial Manor,Long-Term Care Home
Southampton,Southampton Care Centre,Long-Term Care Home
Thunder Bay,Southbridge Lakehead,Long-Term Care Home
Thunder Bay,Southbridge Pinewood,Long-Term Care Home
Thunder Bay,Southbridge Roseview,Long-Term Care Home
Newmarket,Southlake Residential Care Village,Long-Term Care Home
Orillia,Spencer House,Long-Term Care Home
Peterborough,Springdale Country Manor,Long-Term Care Home
Stratford,Spruce Lodge Home for the Aged,Long-Term Care Home
Strathroy,Sprucedale Care Centre,Long-Term Care Home
Cambridge,St. Andrew's Terrace Long Term Care Community,Long-Term Care Home
Toronto,St. Clair O'Connor Community Nursing Home,Long-Term Care Home
Greater Sudbury,St. Gabriel's Villa of Sudbury,Long-Term Care Home
Toronto,St. George Care Community,Long-Term Care Home
Embrun,St. Jacques Nursing Home,Long-Term Care Home
Peterborough,St. Joseph's at Fleming,Long-Term Care Home
Cornwall,St. Joseph's Continuing Care Centre,Long-Term Care Home
Guelph,"St. Joseph's Health Centre, Guelph",Long-Term Care Home
Brantford,St. Joseph's Lifecare Centre,Long-Term Care Home
Elliot Lake,St. Joseph's Manor,Long-Term Care Home
Hamilton,"St. Joseph's Villa, Dundas",Long-Term Care Home
Greater Sudbury,"St. Joseph's Villa, Sudbury",Long-Term Care Home
Brockville,St. Lawrence Lodge,Long-Term Care Home
Ottawa,St. Patrick's Home,Long-Term Care Home
Hamilton,St. Peter's Residence at Chedoke,Long-Term Care Home
Stayner,Stayner Care Centre,Long-Term Care Home
Cambridge,Stirling Heights,Long-Term Care Home
Stirling,Stirling Manor Nursing Home,Long-Term Care Home
Carleton Place,Stoneridge Manor,Long-Term Care Home
Mount Forest,Strathcona Long Term Care,Long-Term Care Home
Strathroy,Strathmere Lodge,Long-Term Care Home
Cobourg,Streamway Villa,Long-Term Care Home
Mississauga,Streetsville Care Community,Long-Term Care Home
Sarnia,Sumac Lodge,Long-Term Care Home
Owen Sound,Summit Place,Long-Term Care Home
Leamington,Sun Parlor Home for Senior Citizens,Long-Term Care Home
Whitby,Sunnycrest Nursing Home,Long-Term Care Home
Kitchener,Sunnyside Home,Long-Term Care Home
Collingwood,Sunset Manor Home for Senior Citizens,Long-Term Care Home
Toronto,Suomi-Koti Toronto Nursing Home,Long-Term Care Home
Brampton,Tall Pines Long Term Care Centre,Long-Term Care Home
Kirkland Lake,Teck Pioneer Residence,Long-Term Care Home
Brant,Telfer Place,Long-Term Care Home
Temiskaming Shores,Temiskaming Lodge,Long-Term Care Home
Toronto,Tendercare Living Centre,Long-Term Care Home
Aylmer,Terrace Lodge,Long-Term Care Home
Chapleau,The Bignucolo Residence,Long-Term Care Home
Guelph,The Elliott Long Term Care Residence,Long-Term Care Home
Fordwich,The Fordwich Village Nursing Home,Long-Term Care Home
Deep River,The Four Seasons Lodge,Long-Term Care Home
Arnprior,"The Grove, Arnprior and District Nursing Home",Long-Term Care Home
St. Catharines,The Henley House,Long-Term Care Home
Toronto,The Heritage Nursing Home,Long-Term Care Home
Toronto,The Jewish Home for the Aged,Long-Term Care Home
Napanee,The John M. Parrott Centre,Long-Term Care Home
Toronto,The Kensington Gardens,Long-Term Care Home
Tavistock,The Maples Home for Seniors,Long-Term Care Home
Hamilton,The Meadows,Long-Term Care Home
Niagara Falls,The Meadows of Dorchester,Long-Term Care Home
Simcoe,The Norfolk Hospital Nursing Home,Long-Term Care Home
Toronto,The O'Neill Centre,Long-Term Care Home
Alexandria,The Palace,Long-Term Care Home
Ottawa,The Perley and Rideau Veterans' Health Centre,Long-Term Care Home
Bracebridge,The Pines,Long-Term Care Home
Ottawa,The Salvation Army Ottawa Grace Manor,Long-Term Care Home
Midland,The Villa Care Centre,Long-Term Care Home
Windsor,The Village at St. Clair,Long-Term Care Home
Waterloo,The Village at University Gates,Long-Term Care Home
Greater Napanee,The Village Green Nursing Home,Long-Term Care Home
Tecumseh,The Village of Aspen Lake,Long-Term Care Home
Mississauga,The Village of Erin Meadows,Long-Term Care Home
London,The Village of Glendale Crossing,Long-Term Care Home
Toronto,The Village of Humber Heights,Long-Term Care Home
Guelph,The Village of Riverside Glen,Long-Term Care Home
Brampton,The Village of Sandalwood Park,Long-Term Care Home
Burlington,The Village of Tansley Woods,Long-Term Care Home
Whitby,The Village of Taunton Mills,Long-Term Care Home
Hamilton,The Village of Wentworth Heights,Long-Term Care Home
Kitchener,The Village of Winston Park,Long-Term Care Home
Hanover,The Village Seniors Community,Long-Term Care Home
